,00097399,Cosmético,13/08/2018,-,verdadero,variable,value
4463,30722,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4464,30724,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4465,30730,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4466,30734,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4467,30737,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4468,30740,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4469,30741,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4470,30744,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4471,30923,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4472,30746,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4473,30748,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4474,30749,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4475,30750,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4476,30751,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4477,30753,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4478,30805,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4479,30806,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4480,30758,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4481,30759,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4482,30765,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4483,30768,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4484,30769,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4485,30772,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4486,30773,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4487,30775,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4488,30778,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4489,30779,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4490,30781,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4491,30783,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4492,30784,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4493,30785,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4494,30786,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4495,30787,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4496,30791,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4497,30794,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4498,30795,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4499,30797,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4500,30799,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4501,30800,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4502,30801,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4503,30802,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4504,30804,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4505,30812,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4506,30813,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4507,30815,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4508,30817,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4509,30818,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4510,30819,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4511,30822,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4512,30823,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4513,30824,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4514,30825,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4515,30832,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4516,30833,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4517,30837,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4518,30841,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4519,30847,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4520,30851,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4521,30863,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4522,30864,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4523,31195,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4524,31196,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4525,31197,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4526,30868,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4527,30869,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4528,30881,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4529,30896,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4530,30901,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4531,30932,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4532,30934,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4533,30939,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4534,30941,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4535,30942,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4536,30954,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4537,30957,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4538,30961,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4539,30962,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4540,30965,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4541,30966,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4542,30968,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4543,30997,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4544,30980,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4545,30981,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4546,30991,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4547,31001,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4548,31017,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4549,31030,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4550,31031,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4551,31032,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4552,31037,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4553,31038,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4554,31041,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4555,31042,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4556,31048,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4557,31049,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4558,31050,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4559,31242,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4560,31055,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4561,31056,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4562,31060,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4563,31068,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4564,31071,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4565,31072,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4566,31074,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4567,31076,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4568,31085,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4569,31086,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4570,31095,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4571,31098,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4572,31099,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4573,31107,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4574,31114,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4575,31116,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4576,31120,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4577,31121,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4578,31124,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4579,31127,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4580,31132,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4581,31136,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4582,31140,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4583,31146,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4584,31148,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4585,31152,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4586,31156,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4587,31163,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4588,31200,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4589,31201,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4590,31202,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4591,31169,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4592,31178,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4593,31181,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4594,31182,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4595,31183,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4596,31184,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4597,31185,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4598,31187,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4599,31188,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4600,31189,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4601,31190,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4602,31191,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4603,31193,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4604,31203,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4605,31206,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4606,31210,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4607,31214,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4608,31218,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4609,31219,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4610,31221,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4611,31223,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4612,31225,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4613,31226,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4614,31227,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4615,31228,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4616,31233,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4617,31234,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4618,31236,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4619,31244,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4620,31247,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4621,31248,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4622,31250,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4623,31251,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4624,31252,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4625,31253,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4626,31254,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4627,31257,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4628,31260,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4629,31262,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4630,31269,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4631,31270,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4632,31274,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4633,31276,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4634,31278,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4635,31280,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4636,31282,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4637,31295,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4638,31297,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4639,31298,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4640,31300,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4641,31301,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4642,31308,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4643,31309,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4644,31311,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4645,31312,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4646,31314,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4647,31315,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4648,31316,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4649,31318,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4650,31325,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4651,31327,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4652,31339,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4653,31341,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4654,31348,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4655,31370,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4656,31372,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4657,31373,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4658,31378,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4659,31395,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4660,31386,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4661,31391,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4662,31393,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4663,31398,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4664,31401,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4665,31410,Medicinal,03/07/2018,10/09/2018,verdadero,verdadero.1,falso
4666,32349,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4667,32359,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4668,33190,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4669,33364,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4670,34267,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4671,34430,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4672,34601,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4673,34959,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4674,35700,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4675,35743,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4676,36103,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4677,36477,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4678,37214,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4679,37397,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4680,39052,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4681,40130,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4682,40544,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4683,40545,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4684,40736,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4685,40822,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4686,40865,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4687,40945,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4688,41559,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4689,41642,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4690,41750,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4691,41846,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4692,41858,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4693,41963,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4694,42142,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4695,42724,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4696,42734,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4697,43377,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4698,43380,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4699,43573,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4700,43760,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4701,43907,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4702,44030,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4703,44257,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4704,44700,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4705,44704,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4706,44876,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4707,45700,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4708,45839,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4709,46075,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4710,46190,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4711,46838,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4712,47377,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4713,47552,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4714,47669,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4715,47876,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4716,47955,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4717,48063,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4718,48071,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4719,48090,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4720,48205,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4721,48477,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4722,48479,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4723,49270,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4724,49669,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4725,50280,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4726,50419,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4727,50638,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4728,51056,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4729,51709,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4730,51891,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4731,52393,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4732,68550,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4733,68828,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4734,69096,Medicinal,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4735,69511,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4736,69666,Cosmético,03/07/2018,03/07/2018,verdadero,verdadero.1,falso
4737,70457,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4738,70721,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4739,71252,-,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4740,71512,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4741,71535,-,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4742,72053,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4743,72062,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4744,72494,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4745,73118,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4746,73141,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4747,73192,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4748,73321,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4749,73455,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4750,73456,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4751,73458,Cosmético,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4752,73567,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4753,73700,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
4754,74087,Medicinal,03/07/2018,04/07/2018,verdadero,verdadero.1,falso
