,00097399,Cosmético,13/08/2018,-,verdadero,variable,value
27168,94796,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27169,94813,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27170,94831,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27171,94835,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27172,94844,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27173,94935,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27174,94973,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27175,94977,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27176,94992,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27177,95014,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27178,95015,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27179,95060,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27180,95075,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27181,95122,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27182,95132,-,05/07/2018,05/07/2018,verdadero,falso.11,falso
27183,95290,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27184,95443,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27185,95460,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27186,95476,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27187,95595,Medicinal,05/07/2018,05/07/2018,verdadero,falso.11,falso
27188,95717,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27189,95737,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27190,95794,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27191,95806,Cosmético,05/07/2018,05/07/2018,verdadero,falso.11,falso
27192,95983,Cosmético,06/07/2018,-,verdadero,falso.11,falso
27193,96102,Cosmético,10/07/2018,-,verdadero,falso.11,falso
27194,96104,Cosmético,10/07/2018,-,verdadero,falso.11,falso
27195,96208,Cosmético,11/07/2018,-,verdadero,falso.11,falso
27196,96233,Medicinal,12/07/2018,13/09/2018,verdadero,falso.11,falso
27197,96235,Cosmético,12/07/2018,-,verdadero,falso.11,falso
27198,96315,Cosmético,13/07/2018,-,verdadero,falso.11,falso
27199,96387,Cosmético,16/07/2018,-,verdadero,falso.11,falso
27200,96471,Medicinal,17/07/2018,05/09/2018,verdadero,falso.11,verdadero
27201,96482,Cosmético,18/07/2018,27/09/2018,verdadero,falso.11,falso
27202,96483,Cosmético,18/07/2018,-,verdadero,falso.11,falso
27203,96514,Cosmético,18/07/2018,-,verdadero,falso.11,falso
27204,96546,Cosmético,19/07/2018,-,verdadero,falso.11,falso
27205,98106,Medicinal,29/08/2018,-,verdadero,falso.11,falso
27206,98121,Cosmético,29/08/2018,-,verdadero,falso.11,falso
27207,98144,Cosmético,30/08/2018,-,verdadero,falso.11,falso
27208,98159,Medicinal,30/08/2018,-,verdadero,falso.11,falso
27209,96798,Medicinal,27/07/2018,-,verdadero,falso.11,falso
27210,96959,Medicinal,01/08/2018,-,verdadero,falso.11,falso
27211,96964,Medicinal,01/08/2018,-,verdadero,falso.11,falso
27212,97031,Medicinal,03/08/2018,-,verdadero,falso.11,verdadero
27213,97036,Medicinal,03/08/2018,03/09/2018,verdadero,falso.11,falso
27214,97079,Cosmético,06/08/2018,-,verdadero,falso.11,falso
27215,97109,Cosmético,07/08/2018,-,verdadero,falso.11,falso
27216,97140,Medicinal,07/08/2018,-,verdadero,falso.11,verdadero
27217,97169,Cosmético,08/08/2018,-,verdadero,falso.11,falso
27218,97236,Medicinal,09/08/2018,-,verdadero,falso.11,falso
27219,97503,Cosmético,14/08/2018,-,verdadero,falso.11,falso
27220,97532,Cosmético,15/08/2018,-,verdadero,falso.11,falso
27221,97558,Medicinal,15/08/2018,-,verdadero,falso.11,falso
27222,97589,Cosmético,16/08/2018,-,verdadero,falso.11,falso
27223,97659,Cosmético,17/08/2018,-,verdadero,falso.11,falso
27224,98043,Medicinal,28/08/2018,-,verdadero,falso.11,falso
27225,97998,Cosmético,27/08/2018,-,verdadero,falso.11,falso
27226,98008,Cosmético,27/08/2018,-,verdadero,falso.11,falso
27227,98257,Cosmético,03/09/2018,-,verdadero,falso.11,falso
27228,98268,Cosmético,03/09/2018,-,verdadero,falso.11,falso
27229,98269,Cosmético,03/09/2018,-,verdadero,falso.11,falso
27230,98401,Medicinal,06/09/2018,-,verdadero,falso.11,verdadero
27231,98429,Cosmético,07/09/2018,-,verdadero,falso.11,falso
27232,98446,Medicinal,07/09/2018,-,verdadero,falso.11,falso
27233,98454,Cosmético,07/09/2018,-,verdadero,falso.11,falso
27234,98536,Cosmético,11/09/2018,-,verdadero,falso.11,falso
27235,98541,Medicinal,11/09/2018,-,verdadero,falso.11,falso
27236,98553,Cosmético,11/09/2018,-,verdadero,falso.11,falso
27237,98623,Cosmético,13/09/2018,-,verdadero,falso.11,falso
27238,98675,Cosmético,14/09/2018,-,verdadero,falso.11,falso
27239,98682,Cosmético,14/09/2018,-,verdadero,falso.11,falso
27240,98698,Cosmético,14/09/2018,-,verdadero,falso.11,falso
27241,98718,Cosmético,16/09/2018,-,verdadero,falso.11,falso
27242,98732,Medicinal,17/09/2018,-,verdadero,falso.11,falso
27243,98736,Medicinal,17/09/2018,-,verdadero,falso.11,falso
27244,98740,Medicinal,17/09/2018,-,verdadero,falso.11,falso
27245,98741,Cosmético,17/09/2018,-,verdadero,falso.11,falso
27246,98876,Cosmético,18/09/2018,-,verdadero,falso.11,falso
27247,98936,Cosmético,20/09/2018,-,verdadero,falso.11,falso
27248,99011,Cosmético,21/09/2018,-,verdadero,falso.11,falso
27249,99185,Cosmético,26/09/2018,-,verdadero,falso.11,falso
27250,99199,Medicinal,26/09/2018,-,verdadero,falso.11,falso
27251,99239,Cosmético,27/09/2018,-,verdadero,falso.11,falso
27252,99547,Medicinal,27/09/2018,-,verdadero,falso.11,falso
27253,99612,Medicinal,29/09/2018,-,verdadero,falso.11,falso
27254,99720,Cosmético,03/10/2018,-,verdadero,falso.11,falso
27255,99765,Cosmético,04/10/2018,-,verdadero,falso.11,falso
27256,99930,Cosmético,08/10/2018,-,verdadero,falso.11,falso
27257,99949,Medicinal,09/10/2018,-,verdadero,falso.11,falso
27258,97419,Cosmético,13/08/2018,-,verdadero,falso.12,falso
27259,97432,Medicinal,13/08/2018,-,verdadero,falso.12,falso
27260,11424,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27261,12771,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27262,12984,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27263,13171,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27264,13368,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27265,14888,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27266,15745,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27267,15920,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27268,16032,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27269,16094,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27270,16118,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27271,16128,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27272,16500,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27273,16854,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27274,16951,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27275,16956,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27276,16984,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27277,17047,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27278,17214,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27279,17293,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27280,17322,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27281,17465,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27282,17652,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27283,17736,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27284,17808,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27285,17809,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27286,18228,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27287,19369,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27288,19462,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27289,19495,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27290,19701,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27291,19978,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27292,20048,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27293,20160,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27294,20392,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27295,20597,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27296,20626,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27297,20643,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27298,20844,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27299,20850,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27300,20857,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27301,21024,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27302,21046,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27303,21058,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27304,21061,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27305,21476,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27306,22016,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27307,22200,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27308,22693,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27309,23231,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27310,23626,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27311,24222,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27312,24287,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27313,24424,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27314,24428,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27315,25046,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27316,25057,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27317,25166,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27318,25170,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27319,25187,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27320,25414,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27321,25571,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27322,25587,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27323,25803,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27324,26521,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27325,26599,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27326,26605,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27327,26903,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27328,27044,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27329,27095,-,02/07/2018,04/07/2018,verdadero,falso.12,falso
27330,27295,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27331,27471,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27332,27900,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27333,27985,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27334,27986,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27335,27987,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27336,28061,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27337,28088,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27338,28137,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27339,28152,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27340,28175,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27341,28213,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27342,28229,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27343,28246,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27344,28370,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27345,28378,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27346,28530,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27347,28677,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27348,28864,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27349,28909,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27350,29029,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27351,29103,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27352,29270,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27353,29407,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27354,29509,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27355,29511,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27356,29512,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27357,29514,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27358,29515,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27359,29516,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27360,29517,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27361,29518,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27362,29577,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27363,29521,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27364,29523,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27365,29524,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27366,29525,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27367,29529,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27368,29530,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27369,29531,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27370,29533,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27371,29536,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27372,29538,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27373,29539,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27374,29540,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27375,29542,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27376,29545,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27377,29546,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27378,29547,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27379,29548,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27380,29549,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27381,29551,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27382,29553,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27383,29554,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27384,29555,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27385,29556,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27386,29558,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27387,29560,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27388,29562,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27389,29563,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27390,29564,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27391,29565,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27392,29567,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27393,29568,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27394,29569,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27395,29576,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27396,29579,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27397,29580,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27398,29582,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27399,29583,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27400,29587,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27401,29588,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27402,29589,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27403,29590,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27404,29591,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27405,29595,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27406,29598,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27407,29602,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27408,29603,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27409,29605,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27410,29608,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27411,29609,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27412,29612,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27413,29618,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27414,29621,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27415,29625,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27416,29629,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27417,29632,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27418,29633,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27419,29636,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27420,29639,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27421,29641,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27422,29647,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27423,29648,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27424,29649,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27425,29651,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27426,29653,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27427,29654,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27428,29659,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27429,29660,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27430,29663,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27431,29667,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27432,29668,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27433,29673,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27434,29800,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27435,29674,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27436,29678,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27437,29683,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27438,29685,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27439,29693,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27440,29694,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27441,29704,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27442,29707,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27443,29709,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27444,29712,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27445,29713,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27446,29716,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27447,29717,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27448,29719,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27449,29720,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27450,29724,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27451,29729,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27452,29730,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27453,29733,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27454,29734,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27455,29735,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27456,29736,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27457,29739,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27458,29740,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27459,29741,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27460,29742,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27461,29744,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27462,29745,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27463,29837,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27464,29747,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27465,29748,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27466,29749,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27467,29750,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27468,29752,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27469,29754,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27470,29755,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27471,29756,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27472,29759,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27473,29760,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27474,29763,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27475,29765,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27476,29769,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27477,29772,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27478,29774,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27479,29776,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27480,29780,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27481,29783,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27482,29785,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27483,29790,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27484,29793,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27485,29803,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27486,29805,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27487,29807,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27488,29811,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27489,29814,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27490,29818,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27491,29821,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27492,29826,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27493,29835,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27494,29836,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27495,29839,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27496,29840,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27497,29843,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27498,29846,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27499,29849,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27500,29851,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27501,29855,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27502,29860,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27503,29871,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27504,29876,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27505,29879,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27506,29882,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27507,29884,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27508,29886,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27509,29892,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27510,29896,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27511,29899,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27512,29904,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27513,29906,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27514,29908,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27515,29913,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27516,29914,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27517,29918,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27518,29920,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27519,29925,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27520,29933,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27521,29946,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27522,29950,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27523,29952,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27524,29965,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27525,29970,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27526,29973,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27527,29975,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27528,29976,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27529,29982,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27530,29989,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27531,29994,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27532,29995,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27533,30000,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27534,30005,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
